,alloy_name,phases,VHN,R_delta,S_config,VEC,R_cov_delta,density_avg,Tm_avg,E_avg,E_delta,G_avg,G_delta,K_avg,K_delta,Compress_avg,Compress_delta,EN_Allen_avg,H_avg,Vm_delta,E_coh_avg,E_coh_delta,Senkov_param,H_chem,H_el
122,CoFeMoNi1.4V,FCC + Im,538.0,0.2394030591246566,0.5103366570046753,0.691358024691358,0.7247323203943925,0.5194814507496017,0.3998531348488089,0.8001815999501185,0.41661694493346696,0.7473979907064711,0.4752026760060993,0.7446891474082057,0.27691715626164604,0.03395562654392549,0.12051947913546256,0.7566322890315884,0.2917234548040902,0.3531165213667328,0.4070793044216704,0.47069655599628113,0.004673002552960094,0.5781718963165074,0.3847750865051903
123,Al0.5CoCrFeMo0.5Ni,FCC + Im,425.0,0.3230065737108376,0.6621489498643811,0.6527777777777778,0.43731038166671493,0.46789286866731217,0.30697078911558706,0.681818181818182,0.4813781516549928,0.6894276672209408,0.4592662820320661,0.669264141037332,0.38249554409574643,0.065924723703532,0.42591100286287553,0.8003502626970237,0.3518198270661572,0.38827448960456434,0.2945284002084419,0.473138521282133,0.004887683664779606,0.5860845839017734,0.31487889273356406
124,Ti0.25NbMoTaW,BCC,478.3,0.15616771220336775,0.43825509901240284,0.36274509803921573,0.08544240305897108,0.9506075421456095,0.9612400771400783,0.9521873143196671,0.7474423505751315,0.950699048057779,0.7075166361960455,0.9556657612891796,0.44499236526434016,0.011604224346821958,0.32223407002351334,0.2364273204903679,0.11698465833146042,0.11126829322196896,0.9632467890751921,0.322006150351684,0.011346522198296141,0.6556616643929059,0.09550173010380623
125,Al0.5B0.2CoCrCuFeNi,,415.0,0.5394222861823061,0.7739652684710511,0.7344054580896685,0.4445286779330396,0.44906231373852507,0.2177284913113591,0.5538812835961958,0.39872377834733463,0.528631695636667,0.5326966330495195,0.5812360351817675,0.30269172542794465,0.08162796278895706,0.3514112790592634,0.8942452453375119,0.45180818525299776,0.347972661546412,0.22570234862821453,0.29049215042887305,0.01058961495570659,0.703137789904502,0.14948096885813145
126,AlCuFeNiTi,FCC,516.0,0.4861201102762113,0.5208099393420963,0.6111111111111112,0.6010986679230184,0.35191075462130655,0.13000343452875232,0.41992845117845123,0.6144145735461158,0.38797403851311485,0.6621094359354577,0.4044875514659151,0.4906746766163757,0.15422366488909506,0.3511217073283122,0.7338003502626979,0.5061733360144781,0.5330202137986444,0.21677957269411147,0.3351361193102661,0.0008801933217542242,0.32578444747612545,0.46366782006920415
127,CoCuFeMnNiSn0.10,FCC + Im,253.0,0.3289840665280058,0.5870307972644611,0.8474945533769064,0.17539294563016336,0.5149741083913398,0.16257926630657416,0.6456703472634847,0.27389389008795095,0.6284943200044594,0.2861199297923046,0.48188947025935214,0.5222318883350023,0.14453567190845742,0.5397663786355111,0.9438206105559569,0.19896618208916383,0.48334576942103263,0.17488683852905423,0.38344667909995034,0.024176409404774786,0.8728512960436562,0.2366782006920415
128,Al0.10CoCrFeMnNi,FCC,180.0,0.24103658751720677,0.5870307972644611,0.7086056644880177,0.20009694672034053,0.47395608775940207,0.25477396512977274,0.6646097412028785,0.214758131249931,0.6871032916733716,0.14302947257588677,0.5352260111538607,0.52332117740977,0.13274581028021382,0.5954234636349425,0.867930359534357,0.30947666418266484,0.13487386568638135,0.20083989823130938,0.34455110688264534,0.00812080786069594,0.6813096862210095,0.04429065743944636
129,CrHfNbTiZr,BCC + lm,464.0,0.5987099988174016,0.5208099393420963,0.24999999999999997,0.5826169441811816,0.4830129534873001,0.5357408365468641,0.23663720538720542,0.3571908181279044,0.3219975325859572,0.5537058652417038,0.3924396916190004,0.4973999999727843,0.15314166473452354,0.2744653920135879,0.17338003502626975,0.843836718278705,0.5782579671612474,0.581969775924961,0.53315928187557,0.014376424544672825,0.7173260572987722,0.8387543252595155
130,Ti0.75NbMoTaW,BCC,495.6,0.16939899386706667,0.5148254020278175,0.3421052631578948,0.08175414048810176,0.8674202447066357,0.8959602070602105,0.8716606858054227,0.8132211367347791,0.8676658658393017,0.7933663623496974,0.8809975697762187,0.5446422790193403,0.03114818114146949,0.39531029913153465,0.22905336897409878,0.3140114513107623,0.10358669983333565,0.9013466443597267,0.4392901587529025,0.013092449488578337,0.6747612551159617,0.08581314878892733
131,Al0.5B0.6CoCrCuFeNi,,505.0,0.8223577212369049,0.8327004583044225,0.6880692167577415,0.7703384730719274,0.41700994428209465,0.24032076175125186,0.5560540514433958,0.3829540491121681,0.47178345847736103,0.7124758682620487,0.5856928719849209,0.2891215678246508,0.07935406871334472,0.3431802509953062,0.9234589876833859,0.6659897874753175,0.4191890924743715,0.24862676086417967,0.370077556691303,0.005199189878315317,0.5918144611186903,0.18685121107266434
132,Al3CoCrFeNi,BCC,506.0,0.4704080557942682,0.3838221802934791,0.4444444444444445,0.10101441858290479,0.28294841653989766,0.08379908565764387,0.3950667388167388,0.7074465823741684,0.4111156236350679,0.7320585810015812,0.4174038677893441,0.6813337524619683,0.17949609707087105,0.45596017336232914,0.7518138603952964,0.21941340380914073,0.49189440593748773,0.1795578054046005,0.28163779908375186,0.00076307720269764,0.3691678035470668,0.38200692041522494
133,Cu25Mn25Ni25Zn25,FCC,147.0,0.29829389225741154,0.2933049473885763,1.0,0.13340132902590746,0.488775180933942,0.004849369829186471,0.4879787457912459,0.47409465043171556,0.4629351499222228,0.5449081092776117,0.27671391859404804,0.8262541275568531,0.27591003941572,0.4500337341171,0.8450087565674258,0.04942891614719484,0.30792097244238253,0.0,0.9649293926261451,0.0046537938335424155,0.6862210095497954,0.186159169550173
134,Al0.56CoCrFeMnNi,FCC + BCC,278.0,0.3284055811413072,0.6885855031892045,0.6522781774580335,0.18263362371811442,0.4342023269781354,0.21651857574618427,0.6112693178790299,0.3534323179659485,0.6331101186743572,0.33705106789146483,0.49628061788321165,0.5919138868876074,0.1519595823457163,0.5709218465376438,0.8432133452607439,0.2765191024337176,0.31303124391121145,0.19008701324505783,0.35137899268866063,0.004058287595031554,0.5705320600272851,0.144636678200692
135,Al0.49CoCrFeMnNi,FCC + BCC,220.0,0.31858846367209265,0.6810407786872822,0.6602408419348309,0.18514865250913728,0.4398220674544608,0.22192650083129586,0.6188097198456944,0.3365603507443023,0.640742795779231,0.3159395036385849,0.5017860845014193,0.5826662456573698,0.14924345158330857,0.574662051868235,0.8467074349477958,0.2811781067674367,0.29584220429147795,0.19160708132935797,0.3505993156186284,0.004391295433246156,0.5847203274215552,0.1314878892733564
136,AlCrFeNiMo0.2,BCC,549.0,0.41747656431015145,0.42118659893637367,0.5436507936507937,0.2875491627566529,0.37365136438570273,0.2208417514481848,0.5426737614237613,0.6125416042723875,0.5649458624838124,0.60078733627852,0.5485407957429842,0.5359290824118909,0.11648982956657425,0.48801760725992593,0.7659911600366942,0.26150737793609297,0.44510325056672534,0.23643266582297323,0.4209817047047142,0.0019832866209673347,0.4742155525238745,0.32941176470588235
137,AlCoCrFe0.5Mo0.5Ni,BCC + Im,755.0,0.39398869228039907,0.6621489498643813,0.5833333333333334,0.43731038166671493,0.42022772322869145,0.2592743145071886,0.6077441077441078,0.6115239867991237,0.6188918092581667,0.602732148425556,0.6161540799690515,0.5264415244564228,0.09649122807017546,0.5114799822563836,0.7670753064798606,0.3163482807158656,0.45662593395915596,0.2759770713913496,0.5210014872861735,0.0027076717541877687,0.476944065484311,0.3916955017301038
138,Al2.0CoCrCuFe,FCC + BCC,567.0,0.4364749839885154,0.4711300350742825,0.537037037037037,0.06125964888751456,0.3321194240845742,0.0988220435880825,0.376929012345679,0.6159701886338581,0.4030377800425538,0.6705213354018151,0.4310886365101735,0.5921135690352579,0.1609475229925033,0.43690971483931995,0.7734967892586105,0.23446611703197265,0.45410353463054914,0.1646690984887961,0.26216495145147267,0.0035934222654734537,0.6111869031377899,0.28996539792387543
139,Al2.5CoCrFeNi,BCC,487.0,0.4650307386467813,0.4289945214033709,0.4764957264957265,0.11229298078152186,0.30521720937984265,0.10621572786760573,0.4239267676767677,0.6715110324448645,0.4400868133636466,0.6918106491677103,0.44455072408317886,0.6422577463844941,0.16522796316443428,0.4688795074624599,0.7658628586824735,0.24312827731287417,0.4922149738165107,0.1879183869803984,0.2737574755076016,0.0009378378353423268,0.3781718963165075,0.370242214532872
140,AlCrFeNi,BCC,472.0,0.42192535236905643,0.2933049473885763,0.5486111111111112,0.1429664865013025,0.35808786244410656,0.18896212019111625,0.500473484848485,0.5580588653175053,0.5276377192511935,0.549946195427063,0.5173947884716351,0.4951735595146881,0.12375376767910966,0.4727612764640597,0.7880910683012258,0.27448220390106576,0.44430512345965545,0.20896300156331424,0.22899710105999105,0.0014589331537223878,0.45757162346521146,0.2823529411764706
141,CoCrFeMnNi,FCC,160.0,0.2109052687851966,0.5208099393420963,0.7222222222222222,0.20420915481257415,0.48356612732217774,0.26402178969380535,0.6775042087542089,0.16975284006651054,0.700155554363568,0.04125074065309282,0.5446406366575481,0.5055443024725952,0.12810108972872716,0.600580889997079,0.8739054290718045,0.317443796501106,0.04208976294241457,0.20343929129755092,0.3424453250485562,0.010290564541070982,0.7113233287858117,0.017301038062283735
142,Al0.25CoFeNi,FCC,138.0,0.2577012267974262,0.19032949402637556,0.797008547008547,0.041190259909546875,0.49074320323110265,0.2115892102958277,0.7068845506345507,0.2604892605859934,0.6649598323148719,0.2883548813626844,0.624120801688571,0.24049295320801223,0.06761014702122982,0.3486019186305057,0.9409942071938573,0.35412767405528317,0.2970427618844657,0.25942999158215424,0.1295558740792603,0.004798499174905874,0.6633015006821282,0.1245674740484429
143,Al0.5CoCrCuFe,FCC,207.0,0.2987318899519386,0.4919117777352281,0.70679012345679,0.10346991416041959,0.4450078622392273,0.2009684791413967,0.4959432285821174,0.42440776709504635,0.5258869876688896,0.45649464134219386,0.5532866033570669,0.3476785587784619,0.09293608470515495,0.37039637302551576,0.8416034247908151,0.3422481399557611,0.3110179833358848,0.19593538301198524,0.22606206938141243,0.1338624417776007,0.8335607094133697,0.12941176470588234
144,Al2.3CoCrCuFe,FCC + BCC,603.0,0.44388946987443295,0.4464175692302523,0.5127865961199295,0.05467746797503011,0.3159925043481952,0.08422969565189489,0.3599269814547592,0.6381448613004591,0.3854878932387917,0.6951903123552057,0.41363178410347434,0.6191314678949287,0.17066344274783882,0.43233977238822946,0.763767269896867,0.21906868518571718,0.45891691995568307,0.16020248641405488,0.2643106826832609,0.00301401043658022,0.591268758526603,0.3024221453287197
145,Al0.25MoNbTiV,BCC,460.0,0.25867884909552763,0.43825509901240284,0.2892156862745099,0.2596208231745459,0.3943424417201538,0.5644126303707987,0.49299985145573383,0.9208094410874047,0.5241866526152379,0.8839756512252815,0.6118173705692176,0.6083039430802009,0.09057205075399047,0.3880205964050244,0.30132893787988035,0.507659005689547,0.21232186512374684,0.6098764675229132,0.5305945622451922,0.008550900270616646,0.659481582537517,0.13840830449826988
146,Al1.5CoCrFeMo0.5Ni,BCC + Im,655.0,0.420244389490444,0.6622387806899974,0.5486111111111112,0.38174395649215065,0.38881974215952914,0.2212061137510125,0.571496212121212,0.647502055601066,0.5802714155447084,0.6508406098137229,0.5684692401926922,0.5821633974888905,0.11576757606203468,0.5102304986195143,0.7618213660245184,0.2783698639318989,0.46562399124523274,0.257252040993573,0.5105448464842373,0.002354606335812617,0.4592087312414734,0.3916955017301038
147,CoCuFeMnNi,FCC,208.0,0.20475018511302923,0.5208099393420963,0.8611111111111112,0.12713113735701123,0.5169409486931269,0.17463926579339795,0.6596170033670035,0.22945842128699223,0.6336426540792791,0.2806473624054302,0.4859487689629447,0.5216662638131434,0.14386737769533972,0.5467769768719959,0.9439579684763579,0.20628353106776592,0.03597632628878737,0.1780093798853571,0.37940295604074403,0.022573246114481738,0.8747612551159619,0.01453287197231834
148,NbTaVW,BCC,492.0,0.21596834821336502,0.2933049473885763,0.3402777777777778,0.13185806087019414,0.9031945788964181,0.9032680193203111,0.7330071548821548,0.9015909929372731,0.7438716944697742,0.869532810128214,0.8471911354278925,0.4784236693555975,0.024345003477857664,0.20838511460630527,0.2670753064798598,0.07038005228232455,0.22989341576742522,0.9213131839499741,0.4469932613419978,0.013491570868367421,0.6979536152796726,0.19100346020761244
149,AlCoCrFeNi,BCC,458.0,0.388713475899379,0.5208099393420963,0.6111111111111113,0.15511395829741476,0.3987461393076109,0.2003656251494454,0.5451388888888891,0.49175889583815846,0.5617658102236764,0.48646479414486554,0.5585675205172844,0.43793871349897184,0.10530180075740016,0.47016561190101414,0.824868651488617,0.3427307460285542,0.42959525831905815,0.22303282959874934,0.21275650135964233,0.002219882868432483,0.4834924965893588,0.25536332179930793
150,AlCrFeNiMo0.5Ti0.6,BCC + Im,756.1,0.46818680862952416,0.6715552041139102,0.4934640522875818,0.5625343954233567,0.36686452573930517,0.27249303056628305,0.550498861160626,0.6862086753261165,0.5614187315220034,0.6941587271704971,0.5496275273766975,0.5987059739224209,0.11744778288469729,0.465585195599505,0.6694481645547887,0.44944661958891746,0.4902266209325092,0.2850749471231953,0.5187753994518635,0.0016401112654954586,0.34652114597544337,0.47543252595155705
151,Al0.75HfNbTaTiZr,BCC,427.0,0.332823964672583,0.7015607585203111,0.19685990338164255,0.5792405306395699,0.5674721759573816,0.5436882642511678,0.24496321914800176,0.5345507864728007,0.26840473986039753,0.5606123303743735,0.35917952488565463,0.5988474473594237,0.1790256622210574,0.31602229569281465,0.13058707073783554,0.6004773603546105,0.31567896400301865,0.6603076783650907,0.6274946940201426,0.0047111530424580285,0.5156889495225102,0.21799307958477507
152,MoNbTaV,BCC,504.0,0.22238846765741688,0.2933049473885763,0.3402777777777778,0.17249367799288054,0.6934494998386578,0.7956672767664998,0.6317340067340068,0.72007737081142,0.6466502172397146,0.6663749840332799,0.7771422255381469,0.3151983102445437,0.029851611407373076,0.1520449030129151,0.2670753064798598,0.030162879549567666,0.23554964007779605,0.8129233976029183,0.37189087029783846,0.01921267519197999,0.7391541609822647,0.1916955017301038
153,AlCoCrFe2Mo0.5Ni,BCC + Im,639.0,0.369484749526996,0.6252187571718669,0.6153846153846154,0.35881805606481615,0.43173799417749087,0.2615988918544817,0.6430247992747992,0.5194377566330798,0.6468049463811949,0.5169527575874374,0.6114097568959546,0.45300646209517015,0.08791251255893043,0.4623818813017327,0.7981947999461136,0.3046914878807097,0.4124500363542349,0.27145548562953464,0.45488667960041007,0.00384539571461765,0.5571623465211459,0.31626297577854673
154,AlCoCrFeNb0.25Ni,BCC + Im,668.0,0.41306288890587056,0.6378580198444882,0.5965608465608465,0.4396527093685621,0.40521739512197263,0.22794992171386091,0.5285944765111431,0.5059672874257838,0.556899947126842,0.47855573007609675,0.560830770728806,0.4242129299093128,0.10298322899760413,0.4635208165088085,0.7960136769243595,0.32190974117376686,0.4809616198117089,0.25727685550509927,0.484922251067588,0.0019986151260718184,0.42373806275579806,0.3480968858131488
155,CoFeMoNi2V,FCC + Im,382.0,0.23210961780206973,0.4711300350742825,0.7222222222222221,0.7235640279448512,0.5240400129073896,0.3822920334873799,0.8009609988776656,0.3923551161926012,0.7440951921185787,0.45109252577063735,0.7395617452817156,0.260536303463645,0.03432774299920138,0.11108538686210902,0.7851722124927031,0.2917085595549299,0.3521027437026592,0.3953447976376584,0.45873066256653006,0.004388106003880624,0.5762619372442018,0.3737024221453287
156,Hf0.5Mo0.5NbSi0.9TiZr,BCC + Im,640.0,0.7517277422693713,0.6641660148013337,0.22335600907029474,0.9136093405128639,0.3738457905634942,0.5094473052701605,0.3042134783206212,0.8976174700267914,0.433583979104703,0.8464442469319946,0.3853612074026327,0.7275686001278785,0.1682423491075076,0.27844799077745,0.30612244897959107,0.9173208796890965,0.45291255565724714,0.6177537195180312,0.4606692361680939,0.0009194337441270126,0.05184174624829464,0.4546712802768166
157,AlMoNbTiV,BCC,537.0,0.24361882951411806,0.5208099393420963,0.2500000000000001,0.49408148198165697,0.334209191905223,0.4486081463543999,0.4220328282828284,0.9907958572734716,0.4507321782974843,0.9684789276674448,0.529718975379259,0.7343445928016153,0.13173351881907416,0.4496384893222388,0.34150612959719817,0.4181781620752061,0.18896114961300817,0.5290255341323609,0.6814564585612606,0.00312186041365788,0.47721691678035466,0.11072664359861592
158,Al0.5CoCrCuFeNiTi0.4,FCC,321.0,0.3683972545494082,0.8127844391208779,0.7198681732580037,0.38530208796839743,0.4460565659312111,0.2144123393090401,0.5278972635964162,0.4351281752332476,0.5331550807000764,0.4572529956103592,0.5562257657655126,0.34361006481051076,0.09064371149631714,0.3485759581874538,0.8297960758704629,0.4452858997910752,0.41679709681441407,0.22398671624521949,0.24180379153441617,0.006778924838165543,0.643656207366985,0.24913494809688577
159,AlCoCrFeMo0.5Ni,BCC + Im,747.0,0.3861718224423884,0.6822280040756697,0.5959595959595958,0.4076692189313792,0.4247620723903396,0.26019005709854653,0.6216425619834711,0.5760574830848184,0.6298878935793594,0.5698055756487758,0.614285104212983,0.4987898302463602,0.09311173408089708,0.4937699599630616,0.7793345008756573,0.31175621081110727,0.440963836782422,0.2741958406366954,0.4961245035400388,0.003175837464795848,0.5085948158253752,0.36332179930795844
160,AlCoCrCuFe,FCC + BCC,407.0,0.37648195662500084,0.5208099393420963,0.638888888888889,0.08731083780310164,0.3998524869773661,0.16010990492007113,0.44833754208754206,0.509415765066632,0.4767473046183554,0.551880031503814,0.5044074166183096,0.4592943431527289,0.12014066002009433,0.4261295846444283,0.8143607705779343,0.2991353307862457,0.3980027601628521,0.18342886920270965,0.24504278590721196,0.010713736718653513,0.7268758526603002,0.20968858131487886
161,Al1.25CoCrFeMnNi,BCC,539.0,0.39151538183859874,0.7028139329049128,0.5833333333333334,0.16015110968565435,0.38554372378186524,0.16969397914067222,0.5459806397306397,0.4800433069087224,0.5670224749235637,0.4878550098232722,0.4486114565199371,0.6663550003149258,0.1754772393538914,0.5354156694309916,0.8129597197898427,0.23617904685300622,0.4128942770604093,0.1769254820218863,0.3555018126273686,0.0022863322721501248,0.4649386084583902,0.24152249134948092
162,Al0.5MoNbTiV,BCC,487.0,0.2534880071349593,0.4919117777352281,0.27469135802469136,0.36563794147997014,0.3720708677146237,0.5215220807350952,0.46671576879910215,0.9477115621776497,0.4969812917568107,0.9164272249333415,0.5814105575358994,0.6573237654138777,0.10581703892624364,0.424181989220479,0.31620937925666454,0.47451795249905043,0.20389133344199448,0.579931677378264,0.5923614713828013,0.0054121894496565225,0.5836289222373807,0.12802768166089964
163,CoCuFeNiTiVZr,,630.0,0.6600732464916863,0.8638586765081667,0.6230158730158729,0.9903568137148373,0.424402868601458,0.288027779313206,0.4472252284752286,0.5483982778066774,0.41207347070137396,0.6202099165570577,0.48103804234120084,0.39210679919728414,0.11424486325947021,0.29552350669512695,0.6517388041030772,0.5745884921432881,0.821568587054391,0.34720464527655764,0.4287165891278849,0.0017940277260629078,0.31268758526602997,0.8463667820069204
164,Al0.3CoCrCuFeNi,FCC,180.0,0.22068536512942907,0.6496991540084067,0.7877358490566039,0.14302479865055154,0.484700307637713,0.22077806226135369,0.5727816688901595,0.3656664554153527,0.579993097717895,0.3687219255482966,0.5981709234068314,0.25211319977891816,0.0722439254149004,0.29875739713981897,0.8897002940884909,0.3489560608417531,0.2357206874462195,0.21835271908521542,0.21036462795069832,1.0,0.8231923601637108,0.08373702422145328
165,FeMoNiTiVZr,BCC + Im,740.0,0.6413410436713923,0.7066950526114236,0.4675925925925925,0.8546978788595743,0.4206272376649917,0.4342809444519318,0.5782477553310886,0.7645604573738616,0.5346778951885425,0.8507678501193027,0.5654756970350108,0.6135893662649364,0.10459334827524018,0.38061710765723994,0.48744892002335066,0.5558013271667002,0.7315417290785138,0.4742053152683688,0.4363623951468105,0.0019851219846621,0.31487039563437924,0.9072664359861591
166,Al0.8CoCrCuFe,FCC + BCC,271.0,0.35207255627454664,0.5171075593168241,0.664351851851852,0.09347221682501365,0.416785752700564,0.1754318702530683,0.46618967452300786,0.47907437128719904,0.4951746857623058,0.5179522542927391,0.5227371116453434,0.4202228144420433,0.10993894427699209,0.41193384951986894,0.8245767659077643,0.31530263422481397,0.3717722789834797,0.188118811881188,0.23867166671389795,0.018530142223670026,0.764256480218281,0.1820069204152249
167,CrCuFeMnNi,FCC + BCC,296.0,0.20475018511302923,0.5208099393420963,0.7777777777777778,0.15303676463055776,0.4854100401051032,0.21941856471478208,0.5975378787878788,0.28291014893760036,0.6183554149010353,0.2800576923148206,0.48451186824725767,0.519822043173947,0.14417652059664582,0.5454559232149656,0.8774080560420318,0.20901829881359346,0.023748766510814288,0.1659197498697238,0.35952409389049034,0.015142933844156332,0.9009549795361528,0.009688581314878894
168,CrCuFeMoNi,FCC,263.0,0.22599649172260466,0.5208099393420963,0.7499999999999999,0.5361798534248541,0.5388835108099387,0.3689727281027055,0.7385311447811448,0.5126400289358262,0.7352893847556725,0.505641059525792,0.7198319931470891,0.3512309686945908,0.04262307751758249,0.17940301060827718,0.7793345008756568,0.25248341041624783,0.31661796125197894,0.3285044293903075,0.6347005129423912,0.0100779031166163,0.9522510231923602,0.3211072664359862
169,AlCoCuFeNbNi,Im,578.0,0.4364749839885158,0.7066950526114236,0.6759259259259258,0.791773710851274,0.44920788580033505,0.22242522654122657,0.47232744107744107,0.5575875885706392,0.4893078724811813,0.5172445463863322,0.5175790065121079,0.4033240769244887,0.11032537290362471,0.40700902811758877,0.78225335668418,0.1772236745090153,0.5595959503822364,0.32169532742747947,0.7900097880908183,0.0023855267366303745,0.45266030013642555,0.5211072664359861
170,AlCo2CrFeMo0.5Ni,FCC + BCC + Im,586.0,0.3641257526588266,0.6252187571718669,0.6367521367521368,0.39255382928711763,0.4457800992166916,0.25800383984996433,0.6373591686091686,0.5199385564456758,0.6404094752000131,0.5177351722759983,0.6310502341340443,0.4472087436787115,0.08363207238699936,0.47748696328252016,0.80897211370066,0.35852062676916896,0.4297715292272636,0.27498296388343296,0.4526165155650555,0.003332150021253154,0.529331514324693,0.33564013840830453
171,CoFeNiV,FCC,238.0,0.15877722054086296,0.2933049473885763,0.7222222222222222,0.6140566063637976,0.47356290047480765,0.3027689257750514,0.6527777777777778,0.2676728092931703,0.6097731051869334,0.3149032905359872,0.6431236010942554,0.03501790277946977,0.04926964989566426,0.01820502906479973,0.8362521891418565,0.3641664990951136,0.21355326773405753,0.32412714955706085,0.20254315870823422,0.0028053975681323596,0.5432469304229194,0.11211072664359861
172,MoNbTaW,BCC,454.0,0.14484807120053197,0.2933049473885763,0.375,0.08635564894636061,1.0,1.0,1.0,0.7060894889386523,1.0,0.6528648814844571,1.0,0.37637165399665423,0.0,0.21877987806294782,0.240805604203152,0.0,0.11534030266815139,1.0,0.22290950092233813,0.009658225553015832,0.6439290586630286,0.10103806228373702
173,Al0.5CoCrCuFeNiTi0.6,FCC + BCC,458.0,0.39924815511056955,0.8327004583044225,0.7017304189435337,0.4564501509516032,0.4366884233261014,0.21856542036059054,0.5167263481812664,0.44661749832061237,0.520982252381459,0.4741145208798588,0.5460648535081535,0.3572091801300425,0.09413971485368293,0.34462219614682754,0.8080445580086709,0.4958909257531654,0.45210833270907846,0.2289443784758114,0.24832025474428027,0.005048582749214435,0.5918144611186903,0.29826989619377164
174,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,BCC,500.0,0.3534284161969019,0.5308951992600001,0.21388888888888888,0.40103831831772746,0.4542479140736643,0.5442071672963302,0.20787037037037032,0.5416636702243087,0.23397521858070044,0.6017130627235402,0.37251098400066324,0.5812275960785324,0.1711878815982688,0.3132461186149594,0.17302977232924624,0.6635029157450231,0.3447989699969938,0.6584262636789994,0.5768947466857126,0.011792144897329592,0.6946793997271488,0.2145328719723183
175,CoCrCu0.5FeNi,FCC,172.0,0.03868552619584728,0.4919117777352281,0.7993827160493827,0.1719526925955505,0.5079057760567925,0.2713171441917577,0.6372872240927796,0.25285457369664965,0.6486616960789572,0.20716334133713776,0.6532555933202541,0.08644993092144705,0.04832504658611774,0.06779578285009269,0.8999805409612764,0.40874053220725254,0.026291653651990772,0.24225580452782106,0.14233565293858164,0.08146648602605921,0.840381991814461,0.008996539792387542
176,CoCrCuFeNi,FCC,234.6,0.05341157484622431,0.5208099393420963,0.8333333333333335,0.1523134376573836,0.5141750795187388,0.24648178178134658,0.6059553872053873,0.2874142129183741,0.6127232741511559,0.275954465699755,0.6301914946530717,0.127523351938678,0.05467965066852156,0.09149538836652596,0.9089316987740812,0.3752262215966218,0.023095051179637675,0.22720166753517448,0.1864739926025843,0.012911167041563915,0.9154160982264665,0.007612456747404843
177,Al1.3CoCrCuFeNi,FCC + BCC,470.0,0.38183857484882056,0.7012420203314372,0.6671075837742504,0.11642985580733178,0.406724720650872,0.15277880427195467,0.48502050932606483,0.5278577285344063,0.4934053293759349,0.5506336185222404,0.5134604174643966,0.464072381156895,0.11871026072278104,0.4386766538994952,0.8388235621160313,0.2794582810669679,0.42386918151431324,0.1949428025509318,0.254995824150854,0.005260693423488627,0.6291950886766712,0.2408304498269896
178,Al0.75MoNbTiV,BCC,517.0,0.24846337211075417,0.5148254020278175,0.26169590643274854,0.4394537398686538,0.35214366992020224,0.4831463257978872,0.44319843168527373,0.9708433452837288,0.4726396530940072,0.944343849512718,0.5542044616639835,0.6988072655516608,0.1194572915014176,0.44187213094938294,0.32952345838326086,0.4448654312233429,0.1961326587501947,0.5531389704067359,0.6414759873454392,0.003961390785161624,0.5238744884038199,0.1190311418685121
179,HfNbTaZr,BCC,365.0,0.3614709350149212,0.2933049473885763,0.23611111111111113,0.0,0.7768865532660303,0.7352097888416943,0.3016098484848485,0.5194397753234791,0.3388939548355951,0.5019597134637594,0.44264831854983566,0.5328603005977903,0.13959734137104876,0.32949122094635525,0.03940455341506125,0.38266639855218176,0.2831657679029495,0.8421052631578947,0.2558874992631537,0.01725398711779837,0.9151432469304229,0.2352941176470588
180,HfNbTaTiZr,BCC,340.0,0.33619474788892717,0.5208099393420963,0.22222222222222215,0.14635699706826497,0.6535748859078966,0.6563840933496221,0.2787247474747475,0.49108709362703173,0.30349192726492513,0.5076195601121727,0.40338224322307903,0.5298848407137071,0.15113223587603375,0.28546012589559144,0.0647985989492118,0.703880957168711,0.29544189907204466,0.7487232933819699,0.42418265961636187,0.024165479095500673,0.8971350613915415,0.22076124567474045
181,CoFeMo0.8NiV,FCC + Im,606.0,0.2353696949093249,0.5171075593168241,0.6759259259259259,0.7106764923732019,0.5087893175986109,0.3953798342441356,0.7750946969696972,0.4237891627976718,0.7266623755118097,0.48136482135241604,0.7311798244402075,0.27152717425057266,0.03625988613236469,0.11549686122323097,0.7508756567425572,0.30380722568536767,0.3389817406485198,0.4010769498002433,0.45720441783895266,0.004633574910566531,0.5765347885402455,0.35294117647058826
182,CoCrFeMnNiV0.75,FCC + Im,342.0,0.21549495309315625,0.7015607585203111,0.6678743961352657,0.4319891467051071,0.45932268273275895,0.29108500676036986,0.6307046918459963,0.24426517644300358,0.6462129392311836,0.22697365086778135,0.5466734426867641,0.46380774479769143,0.12033891470680143,0.5771848538168332,0.8158836518693366,0.3130203971008665,0.14285988992930868,0.23834877766952886,0.4031855416148094,0.0066059133735102485,0.6360163710777627,0.06366782006920416
183,CoFeMoNi1.8V,FCC + Im,510.0,0.23453483279857962,0.4861489155666975,0.7126436781609194,0.7248349960329673,0.5226252867204899,0.38774203046161665,0.8007191164518752,0.4000176808452845,0.7451201985768904,0.45874119265383206,0.7411530080106266,0.2657583686356877,0.034212258582046774,0.1140633275250589,0.77631499486684,0.2917131822184625,0.35280717815699164,0.3989865411223519,0.46274446290240173,0.004471950231402454,0.5762619372442018,0.3778546712802768
